Descripción*;Grupo terapéutico
NEOCONES ;N01BA
NEOCONTRAST ;V08AC
NEODEMUSIN ;A07AX
NEODESFILA KIN ;A01AD
NEODUALESTREPTO ;J01GB
NEOFAZOL ;J01DB
NEOFLAINA ;J01CA
NEOGYNONA ;G03AA
NEOINTESTIN ;A07AA
NEOMICINA ESTERSA;A07AA
NEOMICON ;A07AX
NEOPENYL ;J01CE
NEOPLATIN ;L01XA
NEORECORMON ;B03XA
NEORGINE ;C04AX
NEORIDE;N05AL
NEOSAYOMOL;D04AA
NEOSIDANTOINA ;N03AB
NEOSPECT ;V09IA
NEOSTIGMINA ;N07AA
NEOTENSIN ;C09AA
NEOTENSIN DIU ;C09BA
NEOTIGASON ;D05BB
NEOTUL ;A02BA
NEOX JARABE ;P02CB
NEOZIMEMA K ;B02BA
NEPHRAMINE ;B05BA
NEPHROMAG ;V09CA
NEPHROTECT ;B05BA
NERDIPINA ;C08CA
NERGADAN ;C10AA
NERPEMIDE;A09AA
NERVIKAN ;N05CX
NERVINEX ;J05AB
NERVOBION ;A11DB
NERVOL ;J05AB
NESFARE ;D07CB
NESPORAC ;J02AC
NESSAXINA ;J01DA
NETHAPRIN BALSAMICO ;R03DB
NETISUM FORTE;N05CX
NETROCIN ;J01GB
NEULASTA ;L03AA
NEUMOBAC;J01AA
NEUMOBIOT ;R05CZ
NEUMOBRONQUIAL ;J01CA
NEUMOPECTOLINA;R05CZ
NEUMOTRIM;J01RA
NEUPOGEN ;L03AA
NEUPRO ;N04BC
"NEUPRO ""INICIO""";N04BC
NEURAPAS ;N06AX
NEURIHERPES ;A09AA
NEUROBLOC ;M03AX
NEUROCATAVIN ;A11DB
NEUROCATAVIN DEXA ;H02BX
NEURODAVUR ;A11DB
NEURODAVUR PLUS;M01BX
NEURODIF ;N02BA
NEURODYNAMICUM ;N06BX
NEUROGASTRAN ;A02X
NEUROLITE ;V09AA
NEUROMADE ;A11DB
NEUROMADE FORTE ;A11DB
NEUROMADE NORMAL ;A11DB
NEUROMADE ORAL ;M01BA
NEURONTIN ;N03AX
NEUROSIDO ;H02BX
NEUROSTOP ;A11DA
NEUROSTOP COMPLEX ;A11DB
NEUROVITAENDIL ;M01BA
NEUTREXIN ;P01AX
NEVANAC ;S01BC
NEXAVAR ;L01XE
NEXIUM ;A02BC
NEXIUM MUPS ;A02BC
NIALEN ;M01AE
NIALEN TOPICO ;M02AA
NIBIOL ;J01XX
NIBIOL FTE ;J01XX
NICARDIPINO ;C08CA
NICO HEPATOCYN ;A16AX
NICODISC ;N07BA
NICOGUM FRUIT ;N07BA
NICOMAX ;N07BA
NICORETTE ;N07BA
NICOTINELL ;N07BA
NICOTROL ;N07BA
NIDOL ;N02BG
NIFEDIPINO ;C08CA
NIFLACTOL ;M01AX
NIFLACTOL RECTAL ;M01AX
NIFLACTOL TOPICO ;M02AA
NIMBEX ;M03AC
NIMBEX FORTE ;M03AC
NIMENRIX;J07AH
NIMODIPINO ;C08CA
NIMOTOP ;C08CA
NIPENT ;L01XX
NIPRINA ;C08CA
NIQUITIN ;N07BA
NIQUITIN CLEAR ;N07BA
NIROMYLAN ;N04BC
NITIGRAF ;V08AB
NITOMAN ;N07XX
NITRADISC ;C01DA
NITRAZEPAN ;N05CD
NITRENDIPINO ;C08CA
NITRITO DE AMILO ;C01DA
NITRO DUR ;C01DA
NITRODERM MATRIX ;C01DA
NITRODERM TTS ;C01DA
NITROFIX ;C01DA
NITROFURANTOINA;J01XE
NITROINA ;D11AF
NITROPACIN ;C01DA
NITROPLAST ;C01DA
NITROPRUSSIAT FIDES ;C02DD
NITROTARD ;C01DA
NITROUREAN;L01AD
NIULIVA ;J06BB
NIVADOR ;J01DC
NIVESTIM;L03AA
NIXODERM ;D03AX
NIXYN ;M01AX
NIXYN TOPICO;M02AC
NIZINFRINA ;S01GA
NOALGIL ;M01AE
NOBLIGAN RETARD ;N02AX
NOBLITEN ;G02B
NOBRITOL ;N06CA
NOBRITOL FORTE;N06CA
NOBRIUM ;N05BA
NOCADELIN ;J01DA
NOCERTONE ;N02CX
NOCTAMID ;N05CD
NOCTURIN ;H01BA
NODEPE;N06AB
NODOLFEN ;M01AE
NOFEDOL ;N02BE
NOFLEBAN ;N06DA
NOFRIN ;J01MB
NOIAFREN ;N05BA
NOLEXE ;N06DA
NOLOTIL ;N02BB
NOLOTIL COMPOSITUM SUPOS ;A03DB
NOLPAZA ;A02BC
NOLVADEX ;L02BA
NOOTROPIL ;N06BX
NOPANE ;M02AA
NORADRENALINA;C01CA
NORAGES ;C01CA
"NORBILINE """;A05AB
NORCOLESTEROL IODADO (131 I) CIS BIO ;V09XA
NORCURON ;M03AC
NORDITROPIN ;H01AC
NORDURINE ;H01BA
NOREBOX ;N06AX
NORFENAZIN;N06AA
NORFLOK ;J01MA
NORFLOXACINO;J01MA
NORGLICEM ;A10BB
NORICLAN ;J01FA
NORLEVO ;G03AD
NORMACOL FORTE ;A06AC
NORMIDE ;N05BA
"NORMO NAR ""ADUL"" ";R01AB
NORMOFENICOL ;J01BA
NORMOFUNDINA ;B05XA
NORMOFUNDINA CON POTASIO ;B05XA
NORMOGINKGO ;N06DX
NORMOMALE ;G04CB
NORMONSONA;H02AB
NORMOPRESIL ;C07CB
NORMOREUM;M09AX
NORMOSANG ;B06AB
NORMOSEPT;D08AC
NORMOSOY ;G02CX
NORMOTRIDE ;C07AG
NORMOTUS ;R05DA
NORMOVAGIL EMULSION VAGINAL ;G02CX
NORMOVAL ;N05CM
NORMOVIDONA ;D08AG
NORMOVITE ANTIANEMICO ;B03AD
NORMULEN ;M01AB
NOROXIN ;J01MA
NORPRAMIN ;A02BC
NORPROLAC ;G02CB
NORTRON ;J01FA
NORVAS ;C08CA
NORVECTAN ;M01AE
NORVIR ;J05AE
NOS;A02BA
NOSTUSINA;R05CZ
NOTRICEL;J01MB
NOTUS ;R05DA
NOTUSIN ;R05DA
NOVAFEM ;G03CA
NOVAG GRIP;R05X
NOVAG RINO ;R01AA
NOVAG TUSS ;R05DA
NOVAGCILINA ;J01CA
NOVAHALER ;R03BA
NOVAMINA;D08AX
NOVANTRONE;L01DB
NOVATROPINA ;A03CA
NOVAZOLON ;N02BB
NOVEK ;A02BC
NOVELCICLINA ;J01AA
NOVELIAN ;N02CC
NOVIAL ;G03AB
NOVIAL PERIODICO ;G03AB
NOVIDIN ;A05BA
NOVISERUM ANTIDIF ;J06AA
NOVISERUM ANTITET ;J06BB
NOVO AEROFIL SEDANTE;A16AX
NOVO CAFEINOL ;N02BE
NOVO COMICIANOL ;A03CA
NOVO DERMOQUINONA ;D11AX
NOVO MELANIDINA ;D11AX
NOVODORM ;N05CD
NOVOFILIN RETARD ;R03DA
NOVOMIX FLEXPEN ;A10AD
NOVOMIX PENFILL ;A10AD
NOVONAUSIN ;A04AD
NOVONORM ;A10BX
NOVOPULM NOVOLIZER ;R03BA
NOVORAPID ;A10AB
NOVORAPID FLEXPEN ;A10AB
NOVORAPID NOVOLET ;A10AB
NOVORAPID PENFILL ;A10AB
NOVOSEVEN ;B02BD
NOVOTALIL ;A07AX
NOVOTER ;D07AC
NOVOTER GENTAMICINA;D07CC
NOXAFIL ;J02AC
NOXYLIN ;D08AX
NPLATE ;B02BX
"NUCLEO CMP ""FORTE""";M09AX
"NUCLEO CMP ""NORM""";M09AX
NUCLESERINA ;N06BX
NUCLOGEN;J01GB
NUCLOSINA ;A02BC
NULACIN FERMENTOS ;A09AC
NULCERIN ;A02BA
NULCEX ;A02BA
NUMATOL ;N06BX
NUMEN ;S02AA
NUMIDE;M01AB
NUPELDOL ;N02BE
NUREFLEX RETARD;M01AE
NURIL;J01MB
NUROFEN ;M01AE
NUROFEN COMPLEX ;R05X
NUROFEN TOPICO ;M02AA
NUTRACEL ;D01AC
NUTRASONA ;D07AB
NUTRIFLEX LIPID ;B05BA
NUTRINEAL PD;B05DB
NUTRIPLASMAL ;B05BA
NUTROPIN AQ ;H01AC
NUVACTHEN DEPOT ;H01AA
NUVAPEN ;J01CA
NUVAPEN MUCOLITICO RETAR ;J01CA
NUVAPEN RETARD ;J01CA
NUVARING ;G03AA
NUVELLE;G03FB
NYOLOL ;S01ED
NYTOL ;R06AA
OASIL SIMES;N05BC
OBALIX ;R06AX
OBERDOL ;M01AE
OBETINE ;A02AD
OBLITEROL ;A11HA
OCACIN ;S01AX
OCTAGAMOCTA ;J06BA
OCTALBIN ;B05AA
OCTANATE ;B02BD
OCTANINE ;B02BD
OCTAPLEX ;B02BD
OCTEGRA ;J01MA
OCTOCAINE;N01BB
OCTOSTIM ;H01BA
OCTREOSCAN VIAL ;V09IB
OCTREOTIDA;H01CB
OCUBRAX ;S01CC
OCUFLUR ;S01BC
OCULOTECT ;S01XA
ODAMIDA ;A01AB
ODENIL ;D01AE
ODENIL UÑAS;D01AE
ODOL MED DENTAL;A01AB
ODONTOBIOTIC ;J01CR
ODONTOCROMIL C SULFAMIDA ;A01AB
ODRIK ;C09AA
OESTRACLIN ;G03CA
OFARSIN ;S01XA
OFIL ;A13AA
OFLOVIR ;J01MA
OFLOXACINO ;J01MA
OFT CUSI CORTISONA NEOMI ;S01CA
OFT CUSI ICTIOFORMICA ;S01CA
OFT CUSI PILOCARPINA ;S01EB
OFT CUSI POLIANTIB ;S01AA
OFT CUSI SULFO SELENIO;S01CA
OFT CUSI VIRUCIDA IDU ;S01AD
OFTACILOX ;S01AX
OFTALAR ;S01BC
OFTALMO FUNK ;S01CB
OFTALMO MEDICAL ;S01CA
OFTALMOL BAÑO OCULAR ;S01GA
OFTALMOL DEXA ;S01CB
OFTALMOLOSA CUSI ANTIEDEMA ;S01XA
OFTALMOLOSA CUSI ATROPINA ;S01FA
OFTALMOLOSA CUSI AUREOMICINA ;S01AA
OFTALMOLOSA CUSI BLEFARIDA;S01CA
OFTALMOLOSA CUSI CLORAMFENICOL ;S01AA
OFTALMOLOSA CUSI DE ICOL ;S01CA
OFTALMOLOSA CUSI DEXAMETASONA ;S01BA
OFTALMOLOSA CUSI ERITROMICINA ;S01AA
OFTALMOLOSA CUSI GENTAMICINA ;S01AA
OFTALMOLOSA CUSI HIDROCORTISONA ;S01BA
OFTALMOLOSA CUSI MEDRICOL ;S01CA
OFTALMOLOSA CUSI OXITETRACICLINA ;S01AA
OFTALMOLOSA CUSI PREDNISONA NEOMICINA ;S01CA
OFTALMOTRIM ;S01AA
OFTALMOTRIM DEXA ;S01CA
OFTALMOWELL ;S01AA
OFTINAL ;S01GA
OGLOS ;N02AA
OJOSBEL BAÑO OCULAR ;S01GA
OJOSBEL COLIRIO;S01GA
OKAL ;N02BA
OKALDOL CON CAFEINA ;N02BA
OKALGRIP ;R05X
OKALTUS ;R05FA
OKEYE;S01GX
OLANZAPINA ;N05AH
OLANZAPINA FLAS ;N05AH
OLAPIN ;N05AH
OLBEMOX ;C10AD
OLFEX ;D07AC
OLFEX BUCAL ;R03BA
OLFEX NASAL ;R01AD
OLICARD ;C01DA
OLICARD RETARD ;C01DA
OLICLINOMEL ;B05BA
OLIGO PLUS;B05XX
OLIGOSTANDARD ;B05XA
OLIMEL ;B05BA
OLMETEC ;C09CA
OLMETEC PLUS ;C09DA
OLMOPEN ;J01CA
OLMORAN ;R03DC
OMACOR ;C10AX
OMAPREN ;A02BC
OMBOLAN ;M01AB
OMEPRAZOL ;A02BC
OMESAL ;A06AD
OMIFIN ;G03GB
OMNALIO ;N05BA
OMNIBIONTA ;A11AA
OMNIC ;G04CA
OMNIC OCAS;G04CA
OMNIGRAF ;V08AB
OMNIPAQUE ;V08AB
OMNISCAN ;V08CA
OMNISCAN UNIQUE ;V08CA
OMNITRAST ;V08AB
OMNITROPE ;H01AC
OMOZIN ;N06BA
OMPRANYT;A02BC
ONBREZ BREEZHALER ;R03AC
ONCO TIOTEPA ;L01AC
ONCOSAL ;L02BB
ONCOSCINT CR ;V09IB
ONCOTICE ;L03AX
ONDANSETRON ;A04AA
ONGLYZA ;A10BH
ONICO FITEX ;D01AE
ONILIS ;D10BA
ONSUKIL ;R03CC
ONSUKIL INHALADOR ;R03AC
ONTOSEIN ;M01AX
ONY-TEC ;D01AE
OPATANOL ;S01GX
OPENVAS ;C09CA
OPENVAS PLUS ;C09DA
OPHTACORTINE ;S01CA
OPIREN ;A02BC
OPIREN FLAS ;A02BC
OPOBYL ;A06AX
OPOCORTIN ;H02AB
OPOCORTIN FUERTE;H02AB
OPONAF;A06AD
OPTAJUN ;M01AE
OPTALGIN ;N02BB
OPTALIDON ;N02BB
OPTAVA ;S01XA
OPTIMARK ;V08CA
OPTIMIN ;R06AX
OPTIRAY ;V08AB
OPTISON ;V08DA
OPTOVITE B12 ;B03BA
OPTRELAM ;S01XA
OPTREX BAÑO OCULAR ;S01XA
OPTREX COLIRIO ;S01XA
OPTRUMA ;G03XC
OPVAX ANTIPOLIO ORAL ;J07BF
ORAGALIN ESPASMOLITICO ;A03ED
ORAGALIN LACER ;A05AB
ORAL REHIDR SAL ;A07CA
ORALAIR INICIO ;V01AA
ORALCROM ;A07EB
ORALESPER ;A07CA
ORALSONE ;A01AC
ORALSPRAY ;A01AB
ORAMORPH;N02AA
ORAP ;N05AG
ORAP FUERTE ;N05AG
ORATROL ;S01EC
ORBENIN ;J01CF
ORENCIA;L04AA
ORFADIN ;A16AX
ORFEN ;A02AD
ORFIDAL ;N05BA
ORFIDORA;C02CA
ORGALUTRAN ;H01CC
ORGAMETRIL ;G03DC
ORGANZYMA B FUERTE ;A11EA
ORIBIOX ;J01MB
ORIMETEN ;L02BG
ORLAAM ;N07BC
ORMANDYL ;L02BB
ORMESUL;R05DA
ORNADE ;R01BA
ORNASEC SPANSULE ;R01BA
ORNICETIL;A05BA
OROMIC ;J02AC
OROTRIC ;G04BX
ORRAVINA ;N02BA
ORTACRONE ;C01BD
ORTO DERMO ;D08AG
ORTO NASAL ;R01AB
ORTOPEN ;J01CE
ORTOPEN BALSAMICO ;J01CA
ORUDIS;M01AE
ORUDIS GEL TOPICO ;M02AA
ORUDIS RETARD ;M01AE
OSEOFORT ;A12AX
OSEOTOTAL ;H05BA
OSEOTOTAL NASAL;H05BA
OSIGRAFT ;M05BC
OSLIF BREEZHALER ;R03AC
OSMOFUNDINA ;B05BC
OSMOFUNDINA CONCENTRADA ;B05BC
OSMOHALE ;V04CX
OSPOLOT ;N03AB
OSPOR ;H05BA
OSSEOR;M05BX
OSSOPAN ;A12CX
OSTEOBION;H05BA
OSTEOBION NASAL ;H05BA
OSTEOCAL ;A12AA
OSTEOMERCK ;A12AX
OSTEOPOR ;A12AA
OSTEOTONO CALCICO ;A12AA
OSTEOVIT ;A12AX
OSTETAN NASAL ;H05BA
OSTEUM ;M05BA
OSTINE ;A12AX
OSTRAM;A12AA
OSVAREN ;V03AE
OSVICAL ;A12AX
OSVICAL D ;A12AX
OTALGAN ;S02DA
OTIX ;S02CA
OTO DIFUSOR GOTAS OTICAS ;S02CA
OTO NEOMICIN CALMANTE ;S02CA
OTO VITNA ;S02CA
OTOCERUM ;S02DC
OTOCIPRIN OTICO ;S02AA
OTOGEN CALMANTE ;S02DA
OTOGEN HIDROCORTISONA ;S02CA
OTOGEN PREDNISOLONA ;S02CA
OTOMIDRIN ;S02CA
OTONINA ;S02CA
OTOSAT ;S02AA
OTOSEDOL ;S02DA
OTOSEDOL BIOTICO ;S02CA
OTOSPORIN ;S02CA
OTREON ;J01DD
OTRIDUO ;R01AB
OTRIVIN ;R01AA
OTRIVIN MENTOL ;R01AA
OVESTINON ;G03CA
OVESTINON OVULOS ;G03CA
OVITRELLE ;G03GA
OVOPLEX ;G03AA
OVORESTA MICRO ;G03AA
OXALIPLATINO ;L01XA
OXALIQUID ;L01XA
OXATOKEY ;R06AE
OXCARBAZEPINA;N03AF
OXCARMYLAN ;N03AF
OXEPRAX ;L02BA
OXIC MERC;D08AX
OXICEBRAL;C04AX
OXICODONA ;N02AA
OXIDERMA ;D10AE
OXIDERMIOL ANTIHIST ;D04AA
OXIDERMIOL ENZIMA ;D06CA
OXIDERMIOL FUERTE;D07AC
OXIDERMIOL LASSAR;D02AF
OXIDO NITROSO  MEDICINAL ;N01AX
OXIGENO MEDICINAL ;V03AN
OXIMEN ;D08AX
OXIMETAZOLINA ;R01AA
OXIMUM ;G04BE
OXIS TURBUHALER ;R03AC
OXITOSONA ;A14AA
OXITOVER ;P02CA
OXITROPIC ;L01XA
OXLETI;R06AE
OXOBOI ;J01MB
OXODAL ;C07AB
OXOINEX ;G04AB
OXSORALEN ;D05BA
OXYCONTIN ;N02AA
OXYNORM ;N02AA
OXYNORM CONCENTRADO ;N02AA
OZOPULMIN ANTIASMATICO ;R03DB
OZURDEX ;S01BA
PACIUM ;N05BA
PACLITAXEL ;L01CD
PAIDENUR ;N06CA
PAIDOFEBRIL ;M01AE
PAIDOLAX ;A06AG
PAIDOTERIN DESCONGESTIVO ;R01BA
PAIGASTROL;A09AC
PALACIMOL ;C07AG
PALADAC CON MINERALES ;A11AA
PALCOSIL ;A09AA
PALEXIA RETARD ;N02AX
PALIATIN ;N05BA
PALLADONE CONTINUS ;N02AA
PALLIDAN ;N05CM
PALMIDROL ;R07AX
PALMIL ;A06AB
PAMIDRONATO DISODICO ;M05BA
PAMIFOS ;M05BA
PAMOXAN ;P02CX
PANADOL ;N02BE
PANADOL C;N02BE
PANADOL CAFEINA;N02BE
PANCARDIOL ;C01DA
PANCREAS LACER ;A09AA
PANCREASE ;A09AA
PANCREOLAURYL ;V04CK
PANCRIPEPSINA ;A09AA
PANCROPHIL COMPUESTO;A05AA
PANESCLERINA ;C10AX
PANESTES ;J01CA
PANESTES RETARD;J01CA
PANFUNGOL ;J02AB
PANFUNGOL TOPICO ;D01AC
PANFUNGOL VAGINAL ;G01AF
PANGAMOX ;J01CR
PANHOR CASEN ;B03BA
PANKREOFLAT ;A09AA
PANKREOFLAT SEDANTE ;A09AA
PANKREON ;A09AA
PANKREON FUERTE ;A09AA
PANLIPAL;C10AB
PANOSOMA LINIMENTO ;M02AX
PANOTILE GOTAS OTICAS ;S02CA
PANOXYL ;D10AE
PANOXYL WASH;D10AE
PANPROTON ;A02BC
PANRECTAL ;N02BE
PANRETIN ;L01XX
PANTECTA ;A02BC
PANTENIL ;A11HA
PANTENIL SOLU ;D11AX
PANTOBAMIN ;A15AA
PANTOBE COENZIMATICO ;A11DB
PANTOBIONTA ;A11AA
PANTODRIN ;D10AF
PANTOFENICOL ;J01BA
PANTOK ;C10AA
PANTOK FORTE ;C10AA
PANTOLOC CONTROL ;A02BC
PANTOMICINA ES ;J01FA
PANTOPRAZOL ;A02BC
PAPINE ;A09AA
PARACETAMOL ;N02BE
PARACETAMOL/CODEINA ;N02BE
PARACODINA ;R05DA
PARAFLUDETEN ;N02BE
PARALERGIN ;R06AX
PARAPLATIN ;L01XA
PARAPRES ;C09CA
PARAPRES PLUS ;C09DA
PARAPRES PLUS FORTE ;C09DA
PARATONINA ;N06AB
PARCHE SOR VIRGINIA ;D09AA
PARESTON ;M01AB
PARIET;A02BC
PARIORIX VAC ANTIPAROTID;J07BE
PARIZAC ;A02BC
PARKELANTA ;A02AF
PARKELASE ;D03AX
PARKELASE CHLOROMYCETIN ;G01AA
PARLATOS ;R05DA
PARLODEL ;G02CB
PARNATE;N06AF
PAROCIN ;M01AC
PAROTUR ;N06AB
PAROXETINA ;N06AB
PARPON HUBBER ;A03ED
PARUMAN BERNA ;J06BB
PASANG;N05CM
PASEDON ;D01AC
PASIFLORA ;N05CM
PASSIFLORINE ;N05BX
PASTA ANALGESICA ;A01AD
PASTA LASSAR;D02AB
PASTILLAS ANESTESIC;N01BA
PASTILLAS ANTISEP GARG ;R05CA
PASTILLAS ANTISEPTICAS GARG;R02AA
PASTILLAS DR ANDREU;R05FA
PASTILLAS JUANOLA ;R05CA
PASTILLAS KOKI;R02AB
PASTILLAS PECTORALES KELY ;R05CA
PAUSEDAL ;A04AD
PAVULON;M03AC
PAXENE ;L01CD
PAXTIBI ;N06AA
PAZBRONQUIAL ;R05FA
PAZITAL ;N02AX
PE 900;B05BA
PECFENT ;N02AB
PECITROL ;C05CA
PECTOBAL DEXTRO ;R05DA
PECTODRILL ;R05CB
PECTORIS ;C01DX
PECTOSAN AMPICILINA ;R05CZ
PECTOX ;R05CB
PECTOX AMPICILINA ;J01CA
PECTOX LISINA ;R05CB
PEDEA ;C01EB
PEDIAPIRIN ;N02BE
PEFLACINE ;J01MA
PEFLODEN ;J01FA
PEGASYS ;L03AB
PEGINTRON ;L03AB
PEITEL ;D07AC
PEKAMIN ;J01CE
PEKAMIN ANTIALERGICO ;J01CE
PELEDOX ;J01AA
PELSON ;N05CD
PELSONFILINA ;R03DB
PENCIAL;L02BB
PENCICLOVIR ;D06BB
PENGLOBE ;J01CA
PENIBIOT ;J01CE
PENIBIOT LIDOCAINA ;J01CE
PENIBIOT RETARD ;J01CE
PENICILINA ;J01CE
PENICILINA G ;J01CE
PENILEVEL ;J01CE
PENILEVEL RETARD ;J01CE
PENIMASTER ;J01CA
PENIROGER ;J01CE
PENIROGER RETARD;J01CE
PENISINTEX BALSAMICO ;J01CA
PENISINTEX BRONQUIAL;R05CZ
PENTACARINAT ;P01CX
PENTACIS ;V09CA
PENTACT ;J07CA
PENTAL FORTE;D06CA
PENTALMICINA ;D06CA
PENTAMIDINA ;P01CX
PENTASA ;A07EC
PENTAVAC;J07CA
PENTAZOCINA ;N02AD
PENTOTHAL SODICO ;N01AF
PENTOVENA ;C05CA
PENTOXIFILINA;C04AD
PENTREXYL ;J01CA
PENTREXYL BALSAMIC ;J01CA
PEPCID ;A02BA
PEPDUAL ;A02AX
PEPSAMAR ;A02AB
PEPTICUM ;A02BC
PERBILEN ;C03CA
PERBILEN RAPID ;C03CA
PERBORATO SODICO ;A01AB
PERCILAN ;M04AA
PERCORINA ;C01DA
PERDURETAS CODEINA;R05DA
PEREBRON;R05DB
PEREBRON FTE ;R05DB
PERFALGAN ;N02BE
PERFUDAL ;C08CA
PERFUS MULTIVITAMINICO ;A11BA
PERGASTRIC ;A03AX
PERGOLIDA DECROX ;N04BC
PERGONAL ;G03GA
PERGOVERIS ;G03GA
PERIACTIN ;R06AX
PERIAMIN ;B05BA
PERIFEM ;G03FB
PERIKA ;N06BX
PERINDOPRIL ;C09AA
PERINDOPRIL/INDAPAMIDA ;C09BA
PERIPHRAMINE ;B05BA
PERIPLASMAL ;B05BA
PERITOFUNDINA ;B05CB
PERITOFUNDINA GLUCOSADA ;B05DA
PERITOFUNDINA POTASICA;B05DB
PERITRATE ;C01DA
PERITRATE CON FENOBARBI ;C01DA
PERITRATE CON NITROGLI ;C01DA
PERLIC ;N02CC
PERMANGANATO POTAS;D08AX
PERME-CURE ;P03AC
PERMIXON ;G04CX
PERNUTRIN ;B05BA
PEROXACNE ;D10AE
PEROXIBEN ;D10AE
PEROXINORM ;M01AX
PERSANTIN ;B01AC
PERTENSAL ;C08CA
PERTIL RETARD ;C01DA
PERTRANQUIL ;N05BA
PERTUSSIBULINA;J06BB
PERVASUM ;N07CA
PERVIOLONA;A13AA
PESALIN;A03FA
PEVARYL ;D01AC
PEYONA ;N06BC
PH 3 ;A02AG
PHARKEN ;N04BC
PHARMAGRIP ;R05X
"PHARMAGRIP ""FORTE"" ";R05X
PHARMAGRIP DUO ;R05X
PHARMATON COMPLEX;A11AA
PHAZYME;A02DA
PHIVOR ;B01AB
PHONAL ;R02AB
PHONAL SPRAY ;R02AA
PHOSLO ;V03AE
PHOSPHOSORB ;V03AE
PHOXILIUM ;B05ZB
PHYSEX LEO ;G03XA
PHYSIONEAL ;B05DB
PHYTO SOYA ;G02CX
PHYTO SOYA FORTE ;G02CX
PICASUM ;N01BX
PICTEN ;C02LA
PIELOGRAF ;V08AA
PIGMENTASA;D11AX
PIL FOOD ;A11JC
PILDER ;C10AB
PILDORAS FERRUG SANATORI ;B03AE
PILDORAS ZENINAS ;A06AB
PILKA GOTAS ;R05FB
PILKA SUPOSITORIOS;R05DB
PILOCARPINA LLORENS;S01EB
PILOVITAL ;D11AX
PIMECROLIMUS ;D11AH
PINTACROM ;D08AK
PIOGLITAZONA ;A10BG
PIORLIS ;A01AD
PIORREOL;A01AB
PIPERACILINA/TAZOBACTAM ;J01CR
PIPERCILINA ;J01CE
PIPERZAM ;J01CA
PIPRIL ;J01CA
PIPROL ;J01MA
PIRACETAM;N06BX
PIRACETAM COMPLEX ;N06BX
PIRALONE ;N05BA
PIRARUBICINA ;L01DB
PIRAZINAMIDA ;J04AK
PIRECILINA;N02BA
PIRENIL RECTAL ;N02BB
PIREXIN;M01AE
PIRIDASMIN ;R03DA
PIRINASOL ;N02BE
PIROBIOTIC;J01CA
PIROFOSFATO DE SODIO ;V09BA
PIROXGEL ;D11AC
PIROXICAM ;M01AC
PITOCIN ;H01BB
PITRESSIN TANATO;H01BA
PIVACILIN BASE ;J01CA
PIVADILON ;J01CA
PIVAMISER ;J01CA
PIVAMPICILINA ;J01CA
PLACINORAL ;N05BA
PLACIS ;L01XA
PLANTABEN;A06AC
PLANTAGO;A06AC
PLANTAGO OVATA ;A06AC
PLANTAGUAR;A10BX
PLANTALIA HIPERICO;N06AX
PLANTASOR ;A06AC
PLANTAX ;A06AC
PLASBUMIN ;B05AA
PLASIMINE;D06AX
PLASKINE NEOMICINA ;D03AX
PLASMA HUM ANTIEMOFILICO ;B05AA
PLASMA HUMANO PFRIMMER ;B05AA
PLASMA LYTE ;B05BB
PLASMALYTE ;B05BB
PLASMAPROTEINAS ;B05AA
PLASMAVOLUME REDIBAG ;B05AA
PLASMOID ;B05XA
PLAST APYR ;B05XA
PLAST APYR FISIOLOGICO ;B05BB
PLAST APYR GLUCOSADO ;B05BA
PLAST APYR GLUCOSALINO;B05BB
PLAST APYR LEVULOSA;B05BA
PLASTENAN ;D03AX
PLASTENAN NEOMICINA ;D03AX
PLASTENAN POMADA ;D03AX
PLASTODERMO ;J01BA
PLATINWAS ;L01XA
PLATISTIL ;L01XA
PLAVIX ;B01AC
PLEGINER ;G02CX
PLENDIL ;C08CA
PLENIGRAF ;V08AA
PLENOLYT ;J01MA
PLENUR ;N05AN
PLEO VITAMIN ;A11AA
PLEOCORTEX ;A13AA
PLEOCORTEX B6 ;A04AD
PLEON ;A13AA
PLETAL ;B01AC
PLUMAROL ;A10BF
PLUMBIOT ;J01AA
PLURALAIS ;R03DC
PLURIBIOS ;A11AB
PLURIMEN ;N04BD
PLUROCOMPLEX;A11AA
PLUSVENT ;R03AK
PLUSVENT ACCUHALER ;R03AK
PNEUMO ;J07AL
PNEUMOVAX ;J07AL
PNU-INMUNE ;J07AL
PODERFERRIC ;B03AA
PODERTONIC ;B03AB
PODIUM;N05BA
POLARAMINE ;R06AB
POLARAMINE EXPECTORANTE ;R05CA
POLARAMINE TOPICO ;D04AA
POLEDIN ;S01GX
POLI ABE ;A11JC
POLIBUTIN ;A03AA
POLICOLINOSIL ;A05CA
POLIDASA ;A09AA
POLIELECTRO GLUCO ;B05BB
POLIELECTRO SIMPL ;B05BB
POLIGLICOL ANTI ACNE ;D10AB
POLIO SABIN ;J07BF
POLIRINO ;R01AD
POLIVIDONA YODADA ;D08AG
POLIVITAENDIL MINERAL ;A11AA
POLY PRED ;S01CA
POLYGLOBIN ;J06BA
POLYQUIL ;P02CX
POLYTAR ;D11AC
POLYTAR PLUS ;D11AC
POMADA ALCANFORADA ;R05X
POMADA ANTIBIOTICA LIADE ;D06AX
POMADA ANTIHEMORR ;C05AA
POMADA BELLADONA;D04AX
POMADA HERIDAS ASENS ;D06CA
POMADA INFANTIL VERA ;D02AB
POMADA MERCURIAL ;D08AX
POMADA OC ANTIBLEF ECZEM ;S01CA
POMADA OC ANTIBLEFARICA ;S01CA
